em_no,leg_no,fl_no,dpt_date,dpt_time,dpt_ap,arr_date,arr_time,arr_ap,cls
B0005,1,FB16,8/22/2019,8:00,HOM,8/22/2019,9:15,TGD,C
B0005,2,FB71,8/22/2019,16:00,TGD,8/22/2019,17:30,NOU,C
B0005,3,FB52,8/23/2019,8:30,NOU,8/23/2019,10:05,TGD,C
B0005,4,FB297,8/23/2019,16:35,TGD,8/23/2019,17:50,OOJ,C
B0005,5,FB298,8/23/2019,18:30,OOJ,8/23/2019,19:55,TGD,C
B0005,6,FB297,8/24/2019,16:35,TGD,8/24/2019,17:50,OOJ,C
B0005,7,FB298,8/24/2019,18:30,OOJ,8/24/2019,19:55,TGD,C
B0005,8,FB81,8/24/2019,20:40,TGD,8/24/2019,22:15,NOU,C
B0005,9,FB1693,8/25/2019,10:50,NOU,8/25/2019,14:25,SXA,C
B0005,10,FB1872,8/25/2019,15:15,SXA,8/25/2019,16:50,GKU,C
B0005,11,FB786,8/25/2019,17:35,GKU,8/25/2019,18:45,HOM,C
B0006,1,FB16,8/22/2019,8:00,HOM,8/22/2019,9:15,TGD,F
B0006,2,FB71,8/22/2019,16:00,TGD,8/22/2019,17:30,NOU,F
B0006,3,FB52,8/23/2019,8:30,NOU,8/23/2019,10:05,TGD,F
B0006,4,FB297,8/23/2019,16:35,TGD,8/23/2019,17:50,OOJ,F
B0006,5,FB298,8/23/2019,18:30,OOJ,8/23/2019,19:55,TGD,F
B0006,6,FB297,8/24/2019,16:35,TGD,8/24/2019,17:50,OOJ,F
B0006,7,FB298,8/24/2019,18:30,OOJ,8/24/2019,19:55,TGD,F
B0006,8,FB81,8/24/2019,20:40,TGD,8/24/2019,22:15,NOU,F
B0006,9,FB1693,8/25/2019,10:50,NOU,8/25/2019,14:25,SXA,F
B0006,10,FB1872,8/25/2019,15:15,SXA,8/25/2019,16:50,GKU,F
B0006,11,FB786,8/25/2019,17:35,GKU,8/25/2019,18:45,HOM,F
B0007,1,FB1795,8/22/2019,9:15,HOM,8/22/2019,11:20,MMC,C
B0007,2,FB1796,8/22/2019,12:00,MMC,8/22/2019,14:25,HOM,C
B0008,1,FB1795,8/22/2019,9:15,HOM,8/22/2019,11:20,MMC,F
B0008,2,FB1796,8/22/2019,12:00,MMC,8/22/2019,14:25,HOM,F
B0021,1,FB94,8/3/2019,7:00,HOM,8/3/2019,8:10,TGD,C
B0021,2,FB281,8/3/2019,8:50,TGD,8/3/2019,10:05,OXU,C
B0021,3,FB282,8/3/2019,10:50,OXU,8/3/2019,12:05,TGD,C
B0021,4,FB473,8/3/2019,12:55,TGD,8/3/2019,15:30,SXA,C
B0021,5,FB472,8/3/2019,16:20,SXA,8/3/2019,18:55,TGD,C
B0021,6,FB583,8/4/2019,7:10,TGD,8/4/2019,8:35,MYJ,C
B0021,7,FB584,8/4/2019,9:30,MYJ,8/4/2019,11:00,TGD,C
B0021,8,FB623,8/4/2019,11:55,TGD,8/4/2019,13:40,XSJ,C
B0021,9,FB626,8/4/2019,14:25,XSJ,8/4/2019,16:10,TGD,C
B0021,10,FB73,8/4/2019,17:00,TGD,8/4/2019,18:35,NOU,C
